               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  50,            0.038516,            0.015206,                   0,              0.9579,             0.98039,             0.97693,             0.50678,            0.016133,           0.0069649,                   0,           0.0075745,           0.0075745,           0.0075745
                  51,            0.051682,             0.01467,                   0,             0.90941,             0.91176,             0.91265,             0.43775,              0.0197,            0.006733,                   0,            0.007525,            0.007525,            0.007525
                  52,            0.045508,            0.015973,                   0,             0.84326,             0.92157,             0.93749,             0.37647,            0.019014,           0.0080334,                   0,           0.0074755,           0.0074755,           0.0074755
                  53,            0.044936,            0.017591,                   0,             0.64099,             0.90196,             0.86923,             0.36435,            0.025093,            0.008056,                   0,            0.007426,            0.007426,            0.007426
                  54,             0.04153,            0.013428,                   0,             0.62769,             0.34715,             0.63003,             0.16803,            0.030085,            0.010398,                   0,           0.0073765,           0.0073765,           0.0073765
                  55,            0.046948,            0.015523,                   0,                   1,            0.038406,             0.15992,            0.031578,            0.028989,            0.016038,                   0,            0.007327,            0.007327,            0.007327
                  56,            0.040096,            0.015412,                   0,             0.00611,             0.38235,           0.0049137,           0.0011462,            0.037007,            0.018147,                   0,           0.0072775,           0.0072775,           0.0072775
                  57,            0.040778,            0.015657,                   0,           0.0050544,              0.5098,           0.0063254,           0.0013166,            0.035668,            0.017342,                   0,            0.007228,            0.007228,            0.007228
                  58,            0.042817,            0.016044,                   0,           0.0045952,             0.66667,           0.0063168,           0.0020938,            0.032547,            0.016692,                   0,           0.0071785,           0.0071785,           0.0071785
                  59,            0.048709,            0.014422,                   0,            0.063202,            0.039216,            0.036472,            0.013591,            0.031595,            0.016121,                   0,            0.007129,            0.007129,            0.007129
                  60,            0.051041,            0.014117,                   0,             0.70697,             0.66231,             0.61911,             0.20345,             0.03262,            0.010497,                   0,           0.0070795,           0.0070795,           0.0070795
                  61,            0.043798,            0.013652,                   0,             0.65567,              0.5098,             0.57765,             0.23751,            0.021681,            0.010677,                   0,             0.00703,             0.00703,             0.00703
                  62,            0.043841,            0.014638,                   0,           0.0077475,            0.058824,           0.0042083,           0.0010742,            0.038131,             0.01682,                   0,           0.0069805,           0.0069805,           0.0069805
                  63,            0.039356,            0.013128,                   0,           0.0039311,             0.20588,           0.0029929,          0.00064546,            0.045291,            0.016261,                   0,            0.006931,            0.006931,            0.006931
                  64,             0.04028,              0.0139,                   0,           0.0020913,             0.11765,           0.0011837,          0.00024043,            0.043554,            0.017976,                   0,           0.0068815,           0.0068815,           0.0068815
                  65,            0.041417,            0.014222,                   0,                   0,                   0,                   0,                   0,            0.044026,            0.019586,                   0,            0.006832,            0.006832,            0.006832
                  66,            0.040003,            0.014499,                   0,                   0,                   0,                   0,                   0,            0.042879,             0.01831,                   0,           0.0067825,           0.0067825,           0.0067825
                  67,            0.033991,            0.015109,                   0,           0.0020875,              0.2451,           0.0013304,          0.00042921,            0.037728,            0.016626,                   0,            0.006733,            0.006733,            0.006733
                  68,            0.037769,            0.013402,                   0,            0.031385,            0.098039,            0.013803,           0.0033194,            0.032029,            0.015556,                   0,           0.0066835,           0.0066835,           0.0066835
                  69,            0.033599,            0.013186,                   0,             0.15323,             0.12244,            0.039487,           0.0087837,            0.034209,             0.01294,                   0,            0.006634,            0.006634,            0.006634
                  70,            0.041974,            0.014694,                   0,             0.43321,             0.33333,             0.27312,            0.099915,            0.027747,             0.01197,                   0,           0.0065845,           0.0065845,           0.0065845
                  71,            0.046688,            0.015212,                   0,          0.00039063,             0.04902,          0.00020502,          6.5454e-05,            0.025242,            0.020275,                   0,            0.006535,            0.006535,            0.006535
                  72,            0.043721,            0.016084,                   0,             0.76526,              0.2549,             0.34493,             0.13076,            0.027302,            0.015191,                   0,           0.0064855,           0.0064855,           0.0064855
                  73,            0.053265,            0.014355,                   0,             0.82474,             0.71569,             0.80512,             0.35604,            0.018439,            0.009447,                   0,            0.006436,            0.006436,            0.006436
                  74,            0.039346,            0.014949,                   0,              0.8752,             0.76471,             0.81997,             0.38133,             0.01907,           0.0092375,                   0,           0.0063865,           0.0063865,           0.0063865
                  75,            0.039786,            0.015482,                   0,             0.93381,             0.82986,             0.89421,             0.40875,            0.018937,           0.0090945,                   0,            0.006337,            0.006337,            0.006337
                  76,             0.03614,            0.015734,                   0,             0.94044,             0.94118,             0.95349,             0.39662,            0.019865,           0.0075767,                   0,           0.0062875,           0.0062875,           0.0062875
                  77,            0.039553,            0.015357,                   0,             0.96799,             0.98039,              0.9801,             0.34529,            0.022662,           0.0063254,                   0,            0.006238,            0.006238,            0.006238
                  78,            0.041882,            0.014753,                   0,                   1,             0.99587,               0.995,             0.52722,            0.021302,           0.0057077,                   0,           0.0061885,           0.0061885,           0.0061885
                  79,            0.046698,             0.01598,                   0,             0.96227,             0.96078,             0.97569,             0.34128,            0.024491,           0.0058591,                   0,            0.006139,            0.006139,            0.006139
                  80,            0.038956,            0.014223,                   0,             0.99539,              0.9902,               0.995,             0.55868,            0.020778,           0.0056946,                   0,           0.0060895,           0.0060895,           0.0060895
                  81,            0.038928,            0.012823,                   0,             0.99794,                   1,               0.995,             0.55682,             0.01664,           0.0056832,                   0,             0.00604,             0.00604,             0.00604
                  82,            0.027827,            0.012947,                   0,             0.99827,                   1,               0.995,             0.59393,            0.015067,           0.0053413,                   0,           0.0059905,           0.0059905,           0.0059905
                  83,            0.034716,            0.013317,                   0,             0.99666,                   1,               0.995,              0.6354,            0.014143,           0.0052695,                   0,            0.005941,            0.005941,            0.005941
                  84,            0.034019,            0.012984,                   0,             0.99864,                   1,               0.995,             0.55062,            0.020142,           0.0053472,                   0,           0.0058915,           0.0058915,           0.0058915
                  85,            0.041913,            0.012587,                   0,             0.97903,             0.98039,             0.98557,             0.53006,            0.015823,           0.0053813,                   0,            0.005842,            0.005842,            0.005842
                  86,            0.036662,            0.015113,                   0,             0.99027,              0.9983,              0.9915,             0.50641,            0.022562,           0.0053354,                   0,           0.0057925,           0.0057925,           0.0057925
                  87,             0.03254,            0.013762,                   0,             0.99841,                   1,               0.995,             0.61549,            0.013531,           0.0051423,                   0,            0.005743,            0.005743,            0.005743
                  88,            0.036588,            0.013336,                   0,             0.99449,                   1,               0.995,             0.58878,            0.018726,            0.004918,                   0,           0.0056935,           0.0056935,           0.0056935
                  89,            0.031433,             0.01331,                   0,                   1,             0.99609,               0.995,             0.51313,            0.017362,           0.0051502,                   0,            0.005644,            0.005644,            0.005644
                  90,            0.035273,            0.013393,                   0,                   1,             0.99741,               0.995,             0.61986,            0.012728,           0.0053738,                   0,           0.0055945,           0.0055945,           0.0055945
                  91,            0.043826,            0.014935,                   0,             0.99683,                   1,               0.995,             0.56625,            0.022059,           0.0051165,                   0,            0.005545,            0.005545,            0.005545
                  92,            0.043385,            0.012375,                   0,             0.96903,             0.97059,             0.98735,             0.53742,            0.015484,           0.0049781,                   0,           0.0054955,           0.0054955,           0.0054955
                  93,            0.026555,             0.01275,                   0,             0.97173,             0.98039,              0.9914,             0.66529,            0.017245,           0.0050415,                   0,            0.005446,            0.005446,            0.005446
                  94,            0.019304,            0.011789,                   0,             0.94922,             0.95098,             0.97605,             0.69236,            0.012179,           0.0049691,                   0,           0.0053965,           0.0053965,           0.0053965
                  95,            0.042171,            0.013535,                   0,             0.94985,             0.95098,             0.97042,             0.67826,            0.011989,           0.0050627,                   0,            0.005347,            0.005347,            0.005347
                  96,            0.031359,            0.011781,                   0,             0.97919,             0.98039,             0.98762,              0.6302,            0.019548,           0.0047816,                   0,           0.0052975,           0.0052975,           0.0052975
                  97,            0.032357,            0.013229,                   0,             0.96112,             0.96947,             0.98443,              0.6807,            0.015996,           0.0047087,                   0,            0.005248,            0.005248,            0.005248
                  98,            0.028878,            0.012536,                   0,             0.94951,             0.95098,             0.96443,             0.52421,            0.017932,           0.0050209,                   0,           0.0051985,           0.0051985,           0.0051985
                  99,            0.037796,            0.013197,                   0,             0.94954,             0.95098,             0.96351,             0.68053,            0.015091,           0.0049517,                   0,            0.005149,            0.005149,            0.005149
                 100,            0.042253,            0.011977,                   0,              0.9514,             0.95956,             0.96993,             0.67627,            0.012473,           0.0048713,                   0,           0.0050995,           0.0050995,           0.0050995
                 101,            0.034081,            0.013518,                   0,             0.95142,             0.96011,             0.97199,             0.69475,             0.01318,           0.0048228,                   0,             0.00505,             0.00505,             0.00505
                 102,            0.033446,            0.013866,                   0,             0.96114,             0.97004,             0.99034,             0.69471,            0.015009,           0.0047342,                   0,           0.0050005,           0.0050005,           0.0050005
                 103,            0.041883,            0.013047,                   0,             0.96038,             0.96078,             0.99155,             0.70805,            0.012262,           0.0046516,                   0,            0.004951,            0.004951,            0.004951
                 104,            0.029847,            0.013192,                   0,              0.9665,             0.96078,             0.99121,             0.73254,            0.013263,           0.0045794,                   0,           0.0049015,           0.0049015,           0.0049015
                 105,             0.03369,            0.014022,                   0,             0.98341,             0.95098,             0.99048,             0.68482,            0.012508,           0.0045405,                   0,            0.004852,            0.004852,            0.004852
                 106,            0.036273,            0.012292,                   0,             0.98888,             0.95098,             0.99176,             0.71959,            0.014301,            0.004512,                   0,           0.0048025,           0.0048025,           0.0048025
                 107,             0.03111,            0.012015,                   0,             0.94965,             0.95098,             0.98264,             0.68627,            0.019283,           0.0046514,                   0,            0.004753,            0.004753,            0.004753
                 108,             0.02984,            0.013275,                   0,             0.94991,             0.95098,             0.96989,             0.69025,            0.011795,           0.0049532,                   0,           0.0047035,           0.0047035,           0.0047035
                 109,            0.037781,            0.012448,                   0,             0.95149,             0.96145,             0.98884,             0.69739,            0.013453,           0.0047934,                   0,            0.004654,            0.004654,            0.004654
                 110,            0.033067,            0.014081,                   0,             0.95189,             0.96999,             0.99178,             0.70794,            0.012711,           0.0047754,                   0,           0.0046045,           0.0046045,           0.0046045
                 111,            0.030307,            0.013888,                   0,             0.97909,             0.98039,             0.99392,             0.69167,            0.012042,           0.0048001,                   0,            0.004555,            0.004555,            0.004555
                 112,            0.034981,            0.011872,                   0,             0.97918,             0.98039,             0.99392,             0.58526,            0.019976,           0.0046867,                   0,           0.0045055,           0.0045055,           0.0045055
                 113,            0.030584,            0.012154,                   0,             0.98865,              0.9902,             0.99422,             0.71185,            0.011348,           0.0045475,                   0,            0.004456,            0.004456,            0.004456
                 114,             0.02595,            0.012067,                   0,              0.9878,              0.9902,             0.99402,             0.74145,            0.013691,           0.0044602,                   0,           0.0044065,           0.0044065,           0.0044065
                 115,            0.033786,            0.012495,                   0,             0.98784,              0.9902,             0.99431,             0.72888,            0.013697,           0.0043786,                   0,            0.004357,            0.004357,            0.004357
                 116,            0.039476,            0.013928,                   0,             0.98846,              0.9902,             0.99333,             0.71385,             0.01238,           0.0044008,                   0,           0.0043075,           0.0043075,           0.0043075
                 117,            0.030279,            0.011683,                   0,             0.96824,              0.9902,             0.99371,              0.6166,            0.017629,           0.0043965,                   0,            0.004258,            0.004258,            0.004258
                 118,            0.034091,            0.013063,                   0,             0.97687,                   1,               0.995,             0.72538,            0.012602,           0.0043397,                   0,           0.0042085,           0.0042085,           0.0042085
                 119,             0.03338,            0.014207,                   0,             0.98009,                   1,               0.995,             0.70336,            0.014873,           0.0043351,                   0,            0.004159,            0.004159,            0.004159
                 120,            0.033186,            0.012039,                   0,              0.9852,                   1,              0.9949,             0.76198,            0.011103,           0.0042033,                   0,           0.0041095,           0.0041095,           0.0041095
                 121,            0.029151,            0.012288,                   0,             0.97987,                   1,              0.9949,             0.77517,            0.010709,           0.0041567,                   0,             0.00406,             0.00406,             0.00406
                 122,            0.026175,            0.010509,                   0,             0.99258,              0.9902,               0.995,             0.76722,            0.011948,           0.0040182,                   0,           0.0040105,           0.0040105,           0.0040105
                 123,            0.026357,            0.010734,                   0,             0.97808,                   1,              0.9949,             0.77032,           0.0098152,           0.0039427,                   0,            0.003961,            0.003961,            0.003961
                 124,            0.042716,            0.010593,                   0,                   1,             0.98985,               0.995,             0.75865,            0.011163,           0.0039312,                   0,           0.0039115,           0.0039115,           0.0039115
                 125,            0.026138,            0.011757,                   0,             0.99755,                   1,               0.995,             0.76579,           0.0099346,           0.0039528,                   0,            0.003862,            0.003862,            0.003862
                 126,            0.033712,            0.012728,                   0,             0.99782,                   1,               0.995,             0.75549,            0.012013,           0.0039989,                   0,           0.0038125,           0.0038125,           0.0038125
                 127,            0.024474,            0.012136,                   0,             0.99744,                   1,               0.995,             0.75477,            0.010165,           0.0039194,                   0,            0.003763,            0.003763,            0.003763
                 128,             0.02742,            0.011549,                   0,             0.98455,              0.9902,             0.99461,             0.76322,           0.0099067,           0.0038929,                   0,           0.0037135,           0.0037135,           0.0037135
                 129,            0.029766,            0.011046,                   0,             0.95127,                   1,             0.99319,             0.72975,             0.01181,           0.0039903,                   0,            0.003664,            0.003664,            0.003664
                 130,            0.039859,             0.01535,                   0,             0.98675,             0.94118,             0.99155,             0.68903,            0.014539,           0.0041876,                   0,           0.0036145,           0.0036145,           0.0036145
                 131,            0.036611,            0.011564,                   0,             0.98979,             0.95037,             0.99209,             0.74695,            0.013751,           0.0041888,                   0,            0.003565,            0.003565,            0.003565
                 132,            0.033981,            0.011188,                   0,              0.9443,             0.99729,             0.99291,             0.76212,            0.011268,           0.0040232,                   0,           0.0035155,           0.0035155,           0.0035155
                 133,            0.027441,             0.01265,                   0,             0.96206,             0.99449,             0.99393,             0.79077,           0.0096883,           0.0038602,                   0,            0.003466,            0.003466,            0.003466
                 134,            0.032908,            0.011988,                   0,             0.94959,                   1,              0.9933,              0.7263,            0.016727,           0.0039271,                   0,           0.0034165,           0.0034165,           0.0034165
                 135,            0.032232,            0.012451,                   0,             0.99505,                   1,               0.995,             0.74843,            0.011951,           0.0038171,                   0,            0.003367,            0.003367,            0.003367
                 136,            0.030865,             0.01133,                   0,             0.99808,                   1,               0.995,              0.7457,            0.012398,            0.003892,                   0,           0.0033175,           0.0033175,           0.0033175
                 137,            0.027198,            0.012202,                   0,             0.99026,             0.99687,               0.995,             0.72234,            0.012416,           0.0040382,                   0,            0.003268,            0.003268,            0.003268
                 138,             0.03546,            0.011568,                   0,             0.99653,                   1,               0.995,             0.75717,            0.011053,           0.0039087,                   0,           0.0032185,           0.0032185,           0.0032185
                 139,            0.027163,            0.012799,                   0,              0.9967,                   1,               0.995,             0.75774,            0.012613,           0.0039165,                   0,            0.003169,            0.003169,            0.003169
                 140,            0.035154,            0.012276,                   0,              0.9961,                   1,               0.995,             0.77815,            0.010032,           0.0038136,                   0,           0.0031195,           0.0031195,           0.0031195
                 141,            0.029735,            0.011829,                   0,             0.99937,                   1,               0.995,             0.76612,            0.013029,           0.0037492,                   0,             0.00307,             0.00307,             0.00307
                 142,            0.031601,            0.013089,                   0,              0.9915,              0.9902,               0.995,             0.79051,           0.0093005,           0.0036776,                   0,           0.0030205,           0.0030205,           0.0030205
