               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 124,            0.014933,            0.011366,          0.00083157,             0.96293,             0.94133,              0.9702,             0.59287,            0.030049,            0.021521,             0.00455,           0.0039115,           0.0039115,           0.0039115
                 125,            0.015002,            0.011253,          0.00095622,              0.9606,             0.94564,             0.97291,             0.59504,            0.029536,            0.021658,           0.0042874,            0.003862,            0.003862,            0.003862
                 126,             0.01449,             0.01205,          0.00094119,             0.95967,             0.93245,              0.9626,             0.59729,            0.029022,            0.021271,           0.0046271,           0.0038125,           0.0038125,           0.0038125
                 127,            0.014907,            0.011396,          0.00081261,             0.95983,             0.93015,             0.96203,             0.59806,            0.028765,            0.021107,            0.005502,            0.003763,            0.003763,            0.003763
                 128,            0.014225,            0.011923,           0.0010159,             0.95597,             0.94426,             0.96787,             0.59377,            0.028925,            0.020743,            0.005491,           0.0037135,           0.0037135,           0.0037135
                 129,            0.015111,            0.012025,           0.0009771,             0.96126,              0.9411,             0.97197,               0.601,            0.028804,            0.021608,           0.0054153,            0.003664,            0.003664,            0.003664
                 130,            0.014501,            0.011549,          0.00075506,             0.96228,              0.9403,             0.96897,              0.6056,            0.029385,            0.021929,           0.0053961,           0.0036145,           0.0036145,           0.0036145
                 131,            0.014134,            0.010533,          0.00068178,               0.953,             0.95602,             0.96604,             0.59469,             0.02938,             0.02187,           0.0062778,            0.003565,            0.003565,            0.003565
                 132,            0.014282,            0.010495,          0.00063535,             0.93664,             0.94876,             0.96256,             0.59421,            0.029003,            0.021744,           0.0068785,           0.0035155,           0.0035155,           0.0035155
                 133,            0.014477,            0.011204,           0.0010122,             0.92494,             0.93633,             0.95977,             0.60322,            0.028446,            0.021416,            0.008946,            0.003466,            0.003466,            0.003466
                 134,            0.014484,            0.011606,           0.0008619,             0.91681,             0.94691,             0.95663,             0.59852,            0.028451,            0.021399,           0.0065386,           0.0034165,           0.0034165,           0.0034165
                 135,            0.014101,            0.010938,          0.00069474,             0.93496,             0.94555,             0.95944,             0.59518,            0.028557,            0.021145,           0.0070375,            0.003367,            0.003367,            0.003367
                 136,            0.014417,            0.010689,          0.00089474,             0.95158,             0.92897,             0.95595,             0.58403,            0.029392,            0.021453,           0.0078537,           0.0033175,           0.0033175,           0.0033175
                 137,            0.013677,            0.011673,          0.00074373,             0.93245,             0.94115,             0.95614,             0.59495,            0.028639,            0.021396,           0.0074547,            0.003268,            0.003268,            0.003268
                 138,            0.014142,            0.011275,          0.00088088,             0.94406,             0.94445,             0.96328,             0.60062,            0.028792,            0.022008,           0.0075209,           0.0032185,           0.0032185,           0.0032185
                 139,            0.013466,            0.010694,          0.00067226,             0.95474,             0.93296,             0.96318,             0.59744,            0.029019,            0.022276,           0.0073743,            0.003169,            0.003169,            0.003169
                 140,            0.013637,            0.010802,          0.00078752,             0.94522,              0.9324,             0.95749,             0.60041,            0.028304,            0.022055,           0.0060074,           0.0031195,           0.0031195,           0.0031195
                 141,            0.012966,            0.010863,          0.00083167,             0.93695,             0.94489,             0.96147,             0.59264,            0.028474,            0.021856,           0.0053045,             0.00307,             0.00307,             0.00307
                 142,            0.013281,            0.010124,          0.00073593,             0.95929,             0.93131,             0.96483,             0.59195,            0.028722,            0.022253,           0.0049841,           0.0030205,           0.0030205,           0.0030205
                 143,            0.012945,            0.010503,          0.00071548,             0.94937,             0.93185,             0.96506,             0.59064,            0.028699,            0.022353,           0.0049927,            0.002971,            0.002971,            0.002971
                 144,            0.012994,            0.010274,           0.0008549,             0.96101,             0.93392,             0.96927,             0.59072,            0.028376,            0.022358,            0.005047,           0.0029215,           0.0029215,           0.0029215
                 145,            0.013206,            0.010508,          0.00064085,             0.94115,             0.94325,             0.96622,             0.59752,            0.028767,            0.022427,           0.0061155,            0.002872,            0.002872,            0.002872
                 146,            0.013136,            0.010151,          0.00079104,              0.9493,             0.94287,             0.96119,             0.59854,            0.028782,            0.022282,           0.0052459,           0.0028225,           0.0028225,           0.0028225
                 147,            0.012914,            0.010073,          0.00067376,             0.93419,             0.95014,             0.96218,             0.59605,            0.028641,            0.022642,           0.0053328,            0.002773,            0.002773,            0.002773
                 148,            0.012637,             0.01044,          0.00083703,             0.94635,              0.9469,             0.96516,             0.59612,            0.029121,            0.022738,           0.0045743,           0.0027235,           0.0027235,           0.0027235
                 149,            0.013323,            0.010888,          0.00067775,             0.95428,              0.9469,             0.96453,             0.59997,              0.0286,            0.022734,           0.0048303,            0.002674,            0.002674,            0.002674
                 150,            0.012479,            0.010213,          0.00061571,             0.96204,             0.94433,              0.9661,             0.60019,            0.028699,            0.022362,           0.0048553,           0.0026245,           0.0026245,           0.0026245
                 151,            0.012364,            0.010302,           0.0006428,             0.95302,             0.95307,             0.96642,             0.59952,            0.028886,            0.022453,           0.0041856,            0.002575,            0.002575,            0.002575
                 152,            0.012587,            0.010452,          0.00069571,             0.95581,             0.95329,             0.96802,              0.6001,            0.029072,            0.022701,            0.004219,           0.0025255,           0.0025255,           0.0025255
                 153,            0.012273,            0.010004,          0.00059255,             0.95393,             0.94417,             0.96431,             0.59168,             0.02959,            0.022902,           0.0051084,            0.002476,            0.002476,            0.002476
                 154,            0.012558,            0.010367,          0.00090638,              0.9517,             0.94562,              0.9659,             0.60115,            0.029231,            0.023055,           0.0046656,           0.0024265,           0.0024265,           0.0024265
